state,year,quarter,category,transaction_count,transaction_amount,log_transaction_amount
Kerala,2020,4,Recharge & bill payments,9167428,3238199947.525463,21.898283440920892
Kerala,2020,4,Financial Services,73833,69202344.44095232,18.0525453136689
Kerala,2020,4,Others,115082,65791020.57617174,18.001993936775214
Kerala,2021,1,Peer-to-peer payments,16209203,55336812492.74641,24.736704211051215
Kerala,2021,1,Merchant payments,16105923,10058436408.184261,23.031677563015613
Kerala,2021,1,Recharge & bill payments,9837385,3732534739.0436296,22.04035339478069
Kerala,2021,1,Financial Services,68012,69655547.76092248,18.059072921361796
Kerala,2021,1,Others,95819,63530974.15939384,17.967038142713985
Kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467,24.786337192556193
Kerala,2021,2,Merchant payments,16135060,11263178335.980885,23.144804687765767
Kerala,2021,2,Recharge & bill payments,13809151,4645548909.798975,22.259175374630615
Kerala,2021,2,Financial Services,88830,88370679.95309764,18.297050809168898
Kerala,2021,2,Others,131344,77063984.37888283,18.160146613692635
Kerala,2021,3,Merchant payments,25402350,17877677018.10737,23.606818677619785
Kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877,25.08761822712058
Kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957,22.334381557156124
Kerala,2021,3,Financial Services,85730,101460242.2623948,18.43517758771866
Kerala,2021,3,Others,182688,100146127.60812962,18.42214096339414
Kerala,2021,4,Merchant payments,38574904,24589454633.018272,23.925583514564124
Kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844,25.253437547090666
Kerala,2021,4,Recharge & bill payments,13781815,5689390023.204552,22.461868877968147
Kerala,2021,4,Financial Services,108232,128238698.74055986,18.669403926948416
Kerala,2021,4,Others,283262,160563553.84187678,18.894200402478045
Kerala,2022,1,Merchant payments,47778743,28685388646.415367,24.079653723711505
Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714,25.373631832518466
Kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071,22.575425701594288
Kerala,2022,1,Financial Services,134370,158926455.91425735,18.883952118051678
Kerala,2022,1,Others,236017,147786423.0782508,18.811278708932473
Kerala,2022,2,Merchant payments,55730158,34395023155.77253,24.26117771518401
Kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625,25.44900376543069
Kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859,22.701572537230565
Kerala,2022,2,Financial Services,110336,133436809.9132271,18.709138597257553
Kerala,2022,2,Others,193561,123664236.88435228,18.633080691961563
Kerala,2022,3,Merchant payments,64984061,37852759989.759125,24.35696973334601
Kerala,2022,3,Peer-to-peer payments,38774832,116414003145.11606,25.480418666950627
Kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864,22.765685105926625
Kerala,2022,3,Financial Services,146673,162861560.07391134,18.908411079330715
Kerala,2022,3,Others,167583,121557246.12854591,18.61589587956152
Kerala,2022,4,Merchant payments,74647115,40607857085.646095,24.427227409132314
Kerala,2022,4,Peer-to-peer payments,42471676,124564727703.60559,25.54809131899116
Kerala,2022,4,Recharge & bill payments,15520670,8075692517.275558,22.812124463155044
Kerala,2022,4,Financial Services,164334,191307058.1462068,19.069390334650762
Kerala,2022,4,Others,156673,120224235.03622031,18.604869190657574
Kerala,2023,1,Merchant payments,84583249,44370168231.0,24.51583319390092
Kerala,2023,1,Peer-to-peer payments,46080274,138477919269.0,25.653976722210434
Kerala,2023,1,Recharge & bill payments,16629085,10446589963.0,23.069541442869074
Kerala,2023,1,Financial Services,160843,201389795.0,19.120752871622603
Kerala,2023,1,Others,168114,141022419.0,18.764429442794352
Kerala,2023,2,Merchant payments,90195971,49220348954.0,24.619572971583498
Kerala,2023,2,Peer-to-peer payments,48068911,146558117198.0,25.71068789116717
Kerala,2023,2,Recharge & bill payments,17613119,11702913951.0,23.18310370346739
Kerala,2023,2,Financial Services,162540,193012060.0,19.07826323714458
Kerala,2023,2,Others,130076,122278822.0,18.621814429490797
Kerala,2023,3,Merchant payments,100971920,54395884988.0,24.719554344362628
Kerala,2023,3,Peer-to-peer payments,51765006,153333984681.0,25.75588428567851
Kerala,2023,3,Recharge & bill payments,17617414,12247443070.0,23.22858302325228
Kerala,2023,3,Financial Services,186185,243267285.0,19.309671339198257
Kerala,2023,3,Others,118126,112033305.0,18.534306760052186
Kerala,2023,4,Merchant payments,108137761,55180695119.0,24.733879002974074
Kerala,2023,4,Peer-to-peer payments,54694399,156361217618.0,25.7754346651202
Kerala,2023,4,Recharge & bill payments,16678550,13074043821.0,23.293894713974684
Kerala,2023,4,Financial Services,225961,270144459.0,19.414467410918405
Kerala,2023,4,Others,106422,99220448.0,18.412854690124256
Kerala,2024,1,Merchant payments,110514883,56336344201.0,24.754605709145896
Kerala,2024,1,Peer-to-peer payments,54327957,156296863144.0,25.775023004722673
Kerala,2024,1,Recharge & bill payments,16331869,14085091643.0,23.36838274474985
Kerala,2024,1,Financial Services,200007,279404679.0,19.448171754825808
Kerala,2024,1,Others,89250,80271071.0,18.200919864945703
Kerala,2024,2,Merchant payments,121221009,63702446188.0,24.877488800498348
Kerala,2024,2,Peer-to-peer payments,56642113,163601027548.0,25.82069654195719
Kerala,2024,2,Recharge & bill payments,16678867,14261447047.0,23.38082572280105
Kerala,2024,2,Financial Services,243874,344607925.0,19.657917882373976
Kerala,2024,2,Others,86604,94293887.0,18.361926931081083
Kerala,2024,3,Merchant payments,133203180,69317965409.0,24.961969950670635
Kerala,2024,3,Peer-to-peer payments,64012538,174589592514.0,25.885703870986536
Kerala,2024,3,Recharge & bill payments,17076750,13872380762.0,23.353165704921047
Kerala,2024,3,Financial Services,307546,408385812.0,19.82772290564945
Kerala,2024,3,Others,95444,113706812.0,18.54913387776991
Kerala,2024,4,Merchant payments,145653590,72346901392.0,25.004738461090174
Kerala,2024,4,Peer-to-peer payments,69815574,186965241113.0,25.954188560128117
Kerala,2024,4,Recharge & bill payments,16537561,13747095313.0,23.344093388851682
Kerala,2024,4,Financial Services,1014940,467808987.0,19.96357062526881
Kerala,2024,4,Others,90776,112923761.0,18.54222347641629
Ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818,13.739980344226678
Ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368,16.192071221454007
Ladakh,2018,1,Merchant payments,320,369327.62555241917,12.819442110840791
Ladakh,2018,1,Financial Services,132,274283.17576680594,12.521919985749399
Ladakh,2018,1,Others,335,194192.25581440225,12.176609106195146
Ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187,14.698217731556738
Ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231,17.56826684841252
Ladakh,2018,2,Merchant payments,724,1761366.2964342085,14.381600938378705
Ladakh,2018,2,Financial Services,151,127324.6279709443,11.754503083772407
Ladakh,2018,2,Others,393,390334.220462498,12.8747611885606
Ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115,15.358106144268447
Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566,18.16043083312444
Ladakh,2018,3,Merchant payments,1168,2016579.2506718007,14.516913689514244
Ladakh,2018,3,Financial Services,84,69317.12287872119,11.146461664390786
Ladakh,2018,3,Others,343,242477.8532947429,12.398669782649003
Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288,15.556315955166628
Ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421,18.632656410657145
Ladakh,2018,4,Merchant payments,1881,5082666.820758243,15.441346843272171
Ladakh,2018,4,Financial Services,142,94604.73391846984,11.457473365449102
Ladakh,2018,4,Others,599,1031858.4532022325,13.846873026991588
Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053,18.755121799039657
Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248,15.787660579447634
Ladakh,2019,1,Merchant payments,3238,4967122.4999400275,15.418351457871387
Ladakh,2019,1,Financial Services,114,111851.02856430915,11.62493210322506
Ladakh,2019,1,Others,703,878916.0496292994,13.686445803191866
Ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298,19.297422466251355
Ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495,16.129705432491413
Ladakh,2019,2,Merchant payments,8220,7726519.367758205,15.860169172743554
Ladakh,2019,2,Financial Services,86,113767.09768193656,11.641917424658596
Ladakh,2019,2,Others,907,992737.2376073576,13.808222300630542
Ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534,19.531209642543285
Ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334,16.70891920658333
Ladakh,2019,3,Merchant payments,6963,8096082.971229901,15.906891042396047
Ladakh,2019,3,Financial Services,48,148633.29469977494,11.909244169967188
Ladakh,2019,3,Others,696,1233697.1268589406,14.025526823746771
Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786,19.51275473616068
Ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112,16.619489723187517
Ladakh,2019,4,Merchant payments,6522,8717893.899929387,15.980888356182387
Ladakh,2019,4,Financial Services,46,162760.63254625077,12.000042032455164
Ladakh,2019,4,Others,576,1253584.887304229,14.041518712226237
Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952,19.643137369235667
Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286,16.95146839337195
Ladakh,2020,1,Merchant payments,14264,13338124.271892821,16.406137054235007
Ladakh,2020,1,Financial Services,204,583108.9455483773,13.276131033398828
Ladakh,2020,1,Others,590,1155879.120674257,13.960372620998175
Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995,17.28397212607952
Ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045,19.969836378922107
Ladakh,2020,2,Merchant payments,15132,19679330.186414924,16.795079464580763
Ladakh,2020,2,Financial Services,337,786069.1630768818,13.574801333428493
Ladakh,2020,2,Others,490,490894.93818109273,13.103987445783133
Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031,20.437360473597977
Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179,17.51384704182646
Ladakh,2020,3,Merchant payments,36861,40538778.75651745,17.517769598794555
Ladakh,2020,3,Financial Services,621,2334917.7832646337,14.663487666152436
Ladakh,2020,3,Others,772,900013.678666259,13.710166351802624
Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123,20.708979131593264
Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451,17.60390162312497
Ladakh,2020,4,Merchant payments,83868,77511378.30739444,18.16593531331797
Ladakh,2020,4,Financial Services,729,1965054.5898611392,14.491031092891014
Ladakh,2020,4,Others,1822,2486922.4041473325,14.726556923818027
Ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934,20.584003524959304
Ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063,17.383902700376737
Ladakh,2021,1,Merchant payments,58875,74977913.47237433,18.132704154433014
Ladakh,2021,1,Financial Services,629,1455016.148284281,14.19052824428067
Ladakh,2021,1,Others,1298,1527565.0627209258,14.239186218009817
Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737,20.953618868142467
Ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341,17.616707535175685
Ladakh,2021,2,Merchant payments,92078,119608470.0411553,18.59973422507592
Ladakh,2021,2,Financial Services,755,1756762.1471181023,14.378983552799376
Ladakh,2021,2,Others,1607,2094729.0180191218,14.554935233353355
Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262,21.37418956177749
Ladakh,2021,3,Merchant payments,135108,233260756.5088715,19.267667516709135
Ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172,17.888803120606564
Ladakh,2021,3,Financial Services,900,1911625.5446910746,14.463465031701402
Ladakh,2021,3,Others,2204,2751201.9371823343,14.827548805700065
Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875,21.313509786466042
Ladakh,2021,4,Merchant payments,169110,284786365.9296017,19.46724986742938
Ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243,17.88289313174853
Ladakh,2021,4,Financial Services,912,3068708.947120995,14.936767818585126
Ladakh,2021,4,Others,2438,2847620.2425241945,14.861994551983228
Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183,21.24517499973616
Ladakh,2022,1,Merchant payments,167100,279354508.988595,19.447992178319726
Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926,17.844498491854075
Ladakh,2022,1,Financial Services,1247,2023327.6779848374,14.520254573533707
Ladakh,2022,1,Others,2141,2217102.222236882,14.611712046935828
Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109,21.802227777037565
Ladakh,2022,2,Merchant payments,346146,508439376.68091977,20.04685654841257
Ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025,18.298871000666857
Ladakh,2022,2,Financial Services,1585,2487560.1853386,14.726813344833426
Ladakh,2022,2,Others,2476,2235180.8584825676,14.61983315116815
Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514,21.807011324849903
Ladakh,2022,3,Merchant payments,367022,551472983.879604,20.12810341065224
Ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365,18.361873748568623
Ladakh,2022,3,Financial Services,1555,1815866.8961950848,14.412074091111409
Ladakh,2022,3,Others,2116,1892134.7520804727,14.453216776591086
Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546,21.577701578767968
Ladakh,2022,4,Merchant payments,382456,462189599.28430265,19.95148575508474
Ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228,18.194630371747074
Ladakh,2022,4,Financial Services,1248,1198715.2123450316,13.996761719043274
Ladakh,2022,4,Others,1616,1273495.592982805,14.05727689808029
Ladakh,2023,1,Peer-to-peer payments,796687,3112641857.0,21.858737674566115
Ladakh,2023,1,Merchant payments,561734,601420766.0,20.214805359016633
Ladakh,2023,1,Recharge & bill payments,204592,129440564.0,18.678732376221667
Ladakh,2023,1,Financial Services,1610,3389191.0,15.036102102864618
Ladakh,2023,1,Others,2623,2128920.0,14.57112583656432
Ladakh,2023,2,Peer-to-peer payments,1479909,5891146705.0,22.496716502587862
Ladakh,2023,2,Merchant payments,1121362,1074373616.0,20.795003646840524
Ladakh,2023,2,Recharge & bill payments,337017,218229701.0,19.20105874492247
Ladakh,2023,2,Financial Services,1885,4432032.0,15.304368953229911
Ladakh,2023,2,Others,3642,2921832.0,14.887721717024327
Ladakh,2023,3,Peer-to-peer payments,1781959,6563524375.0,22.604793548073012
Ladakh,2023,3,Merchant payments,1429581,1424016428.0,21.076747187088742
Ladakh,2023,3,Recharge & bill payments,402319,245485697.0,19.31874924688272
Ladakh,2023,3,Financial Services,3579,14887998.0,16.516066010136033
Ladakh,2023,3,Others,3928,2657745.0,14.792988953117266
Ladakh,2023,4,Peer-to-peer payments,1435341,5438596932.0,22.416786947820082
Ladakh,2023,4,Merchant payments,1375598,1254754525.0,20.95020579358586
Ladakh,2023,4,Recharge & bill payments,332620,236148603.0,19.279971842791998
Ladakh,2023,4,Financial Services,3065,11423623.0,16.251194049854586
Ladakh,2023,4,Others,3594,2063262.0,14.539799268174207
Ladakh,2024,1,Merchant payments,1428526,1281667292.0,20.971427639922396
Ladakh,2024,1,Peer-to-peer payments,1254570,4577031986.0,22.24431658723234
Ladakh,2024,1,Recharge & bill payments,298740,214700854.0,19.184756245141966
Ladakh,2024,1,Financial Services,3182,10455927.0,16.162679648264017
Ladakh,2024,1,Others,2083,1534602.0,14.243782273630607
Ladakh,2024,2,Merchant payments,2761232,2170015196.0,21.498000007700064
Ladakh,2024,2,Peer-to-peer payments,2149877,7634966556.0,22.756004395384753
Ladakh,2024,2,Recharge & bill payments,406967,297269115.0,19.510148400971183
Ladakh,2024,2,Financial Services,6138,20236628.0,16.823004837128916
Ladakh,2024,2,Others,3145,3235853.0,14.989803438713773
Ladakh,2024,3,Merchant payments,3611810,2756672878.0,21.73729031087847
Ladakh,2024,3,Peer-to-peer payments,2736391,9505200187.0,22.975104874001154
Ladakh,2024,3,Recharge & bill payments,552948,365822129.0,19.717657789630778
Ladakh,2024,3,Financial Services,9965,22212555.0,16.916168272544848
Ladakh,2024,3,Others,2771,2963963.0,14.902038119575366
Ladakh,2024,4,Merchant payments,3102085,2456167697.0,21.621868125844895
Ladakh,2024,4,Peer-to-peer payments,2154011,8079768687.0,22.812629081346863
Ladakh,2024,4,Recharge & bill payments,439533,298305142.0,19.51362749036887
Ladakh,2024,4,Financial Services,14100,18009192.0,16.706392907708455
Ladakh,2024,4,Others,1555,2166936.0,14.588825207645492
Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597143,14.436237184127569
Lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074,11.025703232923519
Lakshadweep,2018,1,Merchant payments,5,590.7505138175776,6.383085116695495
Lakshadweep,2018,1,Others,8,6310.102519157715,8.75006566597103
Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379,15.565948616303814
Lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042,12.774800503177897
Lakshadweep,2018,2,Merchant payments,42,64568.47789279556,11.075497099677888
Lakshadweep,2018,2,Financial Services,6,9134.413223158994,9.119913702946006
Lakshadweep,2018,2,Others,19,3780.7695141997474,8.237947304526767
Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305,15.18314432436564
Lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416,12.61479685101303
Lakshadweep,2018,3,Merchant payments,87,94046.43333034206,11.451554543876636
Lakshadweep,2018,3,Others,15,17958.809570422687,9.795891738816833
Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404,12.7691170857711
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924,15.161303558278062
Lakshadweep,2018,4,Merchant payments,144,262079.85573632165,12.476408344813679
Lakshadweep,2018,4,Financial Services,6,389.8932323919954,5.968434459760821
Lakshadweep,2018,4,Others,11,8312.430483153179,9.025627616522478
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929,15.922251478559703
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514,12.77668919964196
Lakshadweep,2019,1,Merchant payments,113,183062.1455975621,12.117586430214944
Lakshadweep,2019,1,Others,12,27795.441220958,10.23266327784968
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296,12.9870845582594
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196,15.967590515128594
Lakshadweep,2019,2,Merchant payments,137,190716.5411561734,12.158548770348231
Lakshadweep,2019,2,Others,23,12340.30958308919,9.42070741687626
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635,13.128445327178115
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446,16.0041735742797
Lakshadweep,2019,3,Merchant payments,111,215159.68119447335,12.27914038237247
Lakshadweep,2019,3,Others,10,10278.678434187355,9.237924257798829
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766,13.334497588463401
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496,16.155720307116006
Lakshadweep,2019,4,Merchant payments,188,211413.62244321496,12.261576519577803
Lakshadweep,2019,4,Financial Services,2,34.39721181625656,3.56663305478518
Lakshadweep,2019,4,Others,21,56896.23813384895,10.949002079988196
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999,13.57884634381338
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832,16.33830115137177
Lakshadweep,2020,1,Merchant payments,387,216594.03077193064,12.285784671328011
Lakshadweep,2020,1,Others,12,33192.017283045374,10.4100948099838
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572,13.875377376084307
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092,16.504622978528467
Lakshadweep,2020,2,Merchant payments,472,971609.4583537823,13.786710240105107
Lakshadweep,2020,2,Financial Services,60,158593.59701229632,11.974106520845325
Lakshadweep,2020,2,Others,15,32419.703092655054,10.386552482058056
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269,13.986896331301462
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835,16.769868216557647
Lakshadweep,2020,3,Merchant payments,903,842981.169451366,13.644701085457058
Lakshadweep,2020,3,Financial Services,27,45457.50970027798,10.724555314209205
Lakshadweep,2020,3,Others,17,42055.45694608544,10.646768207622051
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235,14.220508298726616
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665,17.12181556153853
Lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938,14.020166369648086
Lakshadweep,2020,4,Financial Services,22,13968.7539965527,9.544649842686704
Lakshadweep,2020,4,Others,32,86826.16675951776,11.37167483278051
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147,17.027310045205333
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704,13.88336584304092
Lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906,13.85493778382108
Lakshadweep,2021,1,Financial Services,19,15929.095105497145,9.675965373099528
Lakshadweep,2021,1,Others,46,92715.5843109472,11.437302638583422
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295,14.372435201202977
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483,16.993415147745768
Lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401,14.2377232488891
Lakshadweep,2021,2,Financial Services,29,15052.018496008179,9.619333814585463
Lakshadweep,2021,2,Others,44,101366.40306045809,11.526506849625264
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854,17.346042034412594
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956,14.346308484922673
Lakshadweep,2021,3,Merchant payments,2450,2750367.063028222,14.827245301788004
Lakshadweep,2021,3,Financial Services,48,137227.35390598275,11.829401634044777
Lakshadweep,2021,3,Others,32,73174.28816768769,11.200613049614343
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765,17.615409557059284
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838,14.554540008293722
Lakshadweep,2021,4,Merchant payments,2872,4071239.087436496,15.219458200798108
Lakshadweep,2021,4,Financial Services,27,19994.541946360278,9.903264625007647
Lakshadweep,2021,4,Others,62,116381.74598782149,11.664639572947095
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763,17.698946119937307
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537,14.658189698277916
Lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925,15.160555582909542
Lakshadweep,2022,1,Financial Services,39,38274.22628876488,10.552558132690377
Lakshadweep,2022,1,Others,63,149355.3310943247,11.91409021373557
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901,17.69607858291854
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198,14.68518995046981
Lakshadweep,2022,2,Merchant payments,3602,4895657.060086848,15.40385926006679
Lakshadweep,2022,2,Financial Services,59,87127.8249489804,11.3751430489526
Lakshadweep,2022,2,Others,51,108944.34272364664,11.59860159254442
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238,17.505114869949065
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425,14.47641307556443
Lakshadweep,2022,3,Merchant payments,3142,5469200.646094429,15.514643212392377
Lakshadweep,2022,3,Financial Services,64,63629.88416689246,11.060854231571009
Lakshadweep,2022,3,Others,61,81636.9547320153,11.31004956433186
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243,17.675195239010645
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947,14.520951931376803
Lakshadweep,2022,4,Merchant payments,3819,5250991.002376802,15.473927569552146
Lakshadweep,2022,4,Financial Services,35,26453.0247779254,10.183163591227476
Lakshadweep,2022,4,Others,50,61304.43025482374,11.023623702908294
Lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0,18.108735978481548
Lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0,15.18390796982959
Lakshadweep,2023,1,Merchant payments,6123,7988014.0,15.893452851332805
Lakshadweep,2023,1,Financial Services,153,160430.0,11.98561922257384
Lakshadweep,2023,1,Others,39,42274.0,10.651951173766781
Lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0,18.205385625456465
Lakshadweep,2023,2,Merchant payments,9524,12585603.0,16.34806417904312
Lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0,15.348556507306615
Lakshadweep,2023,2,Financial Services,105,52460.0,10.867825315381769
Lakshadweep,2023,2,Others,78,86767.0,11.370993169080842
Lakshadweep,2023,3,Peer-to-peer payments,20220,77301147.0,18.16321936467635
Lakshadweep,2023,3,Merchant payments,14902,12027729.0,16.30272537521639
Lakshadweep,2023,3,Recharge & bill payments,8577,5093309.0,15.443438471872213
Lakshadweep,2023,3,Financial Services,16,12540.0,9.43675855582405
Lakshadweep,2023,3,Others,42,92336.0,11.433200206904234
Lakshadweep,2023,4,Merchant payments,27931,20455699.0,16.833772130221842
Lakshadweep,2023,4,Peer-to-peer payments,25886,93623472.0,18.354791689922322
Lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0,15.527003669510995
Lakshadweep,2023,4,Financial Services,79,102991.0,11.542406594292396
Lakshadweep,2023,4,Others,56,111999.0,11.626254150277232
Lakshadweep,2024,1,Merchant payments,42704,26729830.0,17.101290765611015
Lakshadweep,2024,1,Peer-to-peer payments,28805,96802351.0,18.388181849472286
Lakshadweep,2024,1,Recharge & bill payments,9584,6450723.0,15.679702930534628
Lakshadweep,2024,1,Financial Services,36,19372.0,9.871635623086945
Lakshadweep,2024,1,Others,47,50105.0,10.821896040381285
Lakshadweep,2024,2,Merchant payments,68346,33965752.0,17.34086331024255
Lakshadweep,2024,2,Peer-to-peer payments,30929,105941312.0,18.47839584781167
Lakshadweep,2024,2,Recharge & bill payments,9704,6200429.0,15.640129202449094
Lakshadweep,2024,2,Financial Services,59,46549.0,10.748282282705214
Lakshadweep,2024,2,Others,47,58799.0,10.981897133886719
Lakshadweep,2024,3,Merchant payments,100441,45937079.0,17.64278319203839
Lakshadweep,2024,3,Peer-to-peer payments,44556,138863144.0,18.748999437743855
Lakshadweep,2024,3,Recharge & bill payments,12305,7418004.0,15.819420711067574
Lakshadweep,2024,3,Financial Services,130,159127.0,11.977464188784896
Lakshadweep,2024,3,Others,46,30733.0,10.333124812615278
Lakshadweep,2024,4,Merchant payments,129497,57962618.0,17.875308860731288
Lakshadweep,2024,4,Peer-to-peer payments,54568,181385170.0,19.016133344784507
Lakshadweep,2024,4,Recharge & bill payments,13089,7577602.0,15.840707480695352
Lakshadweep,2024,4,Financial Services,603,819138.0,13.616009067604256
Lakshadweep,2024,4,Others,20,12153.0,9.4054136126953
Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372,20.31838652590969
Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903,22.750201584925765
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98373023,17.585377426846144
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.71275404,18.95201271624321
Madhya Pradesh,2018,1,Others,346002,210261540.7414958,19.163862750632855
Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365,20.847331713615365
Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638,23.373376388546557
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.1707404,19.642419409157803
Madhya Pradesh,2018,2,Financial Services,305553,53860331.805742756,17.801904824417807
Madhya Pradesh,2018,2,Others,264797,243218603.31985626,19.309471203156185
Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342,23.816926959030763
Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551,21.036450333765153
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.59013355,19.958388084938196
Madhya Pradesh,2018,3,Financial Services,359440,46120458.63885434,17.646767219465826
Madhya Pradesh,2018,3,Others,260780,212770861.22341695,19.175726380414755
